genome,completeness,contamination,strain_heterogeneity,length,N50
Aluwihare_DNA14_bin.287.fa,4.17,0.0,0.0,572192,4589
Aluwihare_DNA14_bin.288.fa,76.31,1.84,50.0,1125789,9061
Aluwihare_DNA14_bin.291.fa,3.37,0.22,0.0,264277,7822
Aluwihare_DNA14_bin.293.fa,0.0,0.0,0.0,238030,6129
Aluwihare_DNA14_bin.301.fa,79.63,2.14,33.33,1957400,20375
Aluwihare_DNA14_bin.303.fa,64.52,1.09,50.0,1501381,10157
Aluwihare_DNA14_bin.305.fa,45.33,0.0,0.0,2416926,6985
Aluwihare_DNA14_bin.308.fa,62.42,1.15,100.0,3465879,5267
Aluwihare_DNA14_bin.31.fa,60.7,3.51,100.0,2922141,3179
Aluwihare_DNA14_bin.313.fa,32.76,1.72,100.0,465329,4814
Aluwihare_DNA14_bin.315.fa,98.29,1.28,0.0,1855598,69950
Aluwihare_DNA14_bin.317.fa,67.97,0.68,0.0,2845109,2971
Aluwihare_DNA14_bin.318.fa,2.98,0.07,0.0,349066,4258
Aluwihare_DNA14_bin.320.fa,64.14,2.34,10.0,1785254,3638
Aluwihare_DNA14_bin.334.fa,3.51,0.0,0.0,374065,22426
Aluwihare_DNA14_bin.336.fa,69.22,6.84,0.0,1633458,3361
Aluwihare_DNA14_bin.339.fa,48.38,4.17,0.0,1593828,2089
Aluwihare_DNA14_bin.341.fa,21.96,0.86,0.0,324602,3503
Aluwihare_DNA14_bin.343.fa,94.69,1.06,33.33,4489324,19664
Aluwihare_DNA14_bin.348.fa,78.07,4.4,56.52,3210367,8740
Aluwihare_DNA14_bin.35.fa,13.4,0.0,0.0,1039030,1794
Aluwihare_DNA14_bin.353.fa,53.85,5.07,14.29,531153,7891
Aluwihare_DNA14_bin.355.fa,0.0,0.0,0.0,298708,4351
Aluwihare_DNA14_bin.357.fa,96.58,4.27,0.0,3371684,40385
Aluwihare_DNA14_bin.358.fa,94.73,2.14,33.33,2085267,7067
Aluwihare_DNA14_bin.360.fa,59.64,1.72,50.0,2928640,5718
Aluwihare_DNA14_bin.362.fa,86.48,1.85,0.0,1928393,15968
Aluwihare_DNA14_bin.37.fa,0.0,0.0,0.0,217756,55591
Aluwihare_DNA14_bin.374.fa,0.86,0.0,0.0,203522,2638
Aluwihare_DNA14_bin.376.fa,3.44,0.0,0.0,556929,18001
Aluwihare_DNA14_bin.379.fa,92.18,3.45,42.86,2450308,9267
Aluwihare_DNA14_bin.38.fa,17.55,0.0,0.0,215955,39165
Aluwihare_DNA14_bin.381.fa,85.94,2.14,28.57,1622697,4503
Aluwihare_DNA14_bin.385.fa,80.76,3.45,33.33,3314223,7895
Aluwihare_DNA14_bin.388.fa,46.61,2.3,100.0,2818829,4157
Aluwihare_DNA14_bin.393.fa,84.9,0.0,0.0,4503556,6115
Aluwihare_DNA14_bin.395.fa,10.34,0.0,0.0,236226,1926
Aluwihare_DNA14_bin.397.fa,3.21,0.0,0.0,370130,1930
Aluwihare_DNA14_bin.398.fa,74.48,1.72,100.0,1798824,9210
Aluwihare_DNA14_bin.40.fa,25.39,0.0,0.0,564118,2243
Aluwihare_DNA14_bin.401.fa,0.0,0.0,0.0,293001,5294
Aluwihare_DNA14_bin.403.fa,60.69,0.0,0.0,1575139,12287
Aluwihare_DNA14_bin.407.fa,30.69,0.0,0.0,618848,2479
Aluwihare_DNA14_bin.415.fa,38.37,0.0,0.0,1900036,2838
Aluwihare_DNA14_bin.417.fa,21.71,0.0,0.0,436033,2095
Aluwihare_DNA14_bin.418.fa,4.17,0.0,0.0,443562,1907
Aluwihare_DNA14_bin.42.fa,1.8,0.0,0.0,248482,9363
Aluwihare_DNA14_bin.420.fa,72.1,1.32,20.0,1064578,17964
Aluwihare_DNA14_bin.422.fa,88.21,2.14,33.33,2069274,56711
Aluwihare_DNA14_bin.434.fa,60.4,2.97,38.46,532802,8989
Aluwihare_DNA14_bin.436.fa,5.54,0.0,0.0,257073,6945
Aluwihare_DNA14_bin.439.fa,3.69,0.0,0.0,275589,4348
Aluwihare_DNA14_bin.441.fa,81.75,0.1,0.0,2789867,3780
Aluwihare_DNA14_bin.443.fa,34.2,1.76,0.0,656570,2915
Aluwihare_DNA14_bin.447.fa,37.93,1.72,0.0,923213,4021
Aluwihare_DNA14_bin.451.fa,47.28,2.4,0.0,3483986,3257
Aluwihare_DNA14_bin.455.fa,9.48,0.0,0.0,337213,2637
Aluwihare_DNA14_bin.457.fa,8.33,0.0,0.0,1023661,2351
Aluwihare_DNA14_bin.458.fa,8.33,0.0,0.0,306852,2612
Aluwihare_DNA14_bin.460.fa,23.04,1.72,0.0,490886,2056
Aluwihare_DNA14_bin.462.fa,31.62,0.18,100.0,1063071,2111
Aluwihare_DNA14_bin.54.fa,94.26,0.89,50.0,3594515,18476
Aluwihare_DNA14_bin.59.fa,60.04,0.08,0.0,942162,3380
Aluwihare_DNA14_bin.6.fa,59.14,8.62,42.86,3201705,3659
Aluwihare_DNA14_bin.61.fa,29.25,1.1,0.0,387902,1937
Aluwihare_DNA14_bin.63.fa,63.79,0.0,0.0,1577007,4553
Aluwihare_DNA14_bin.67.fa,0.0,0.0,0.0,233213,2548
Aluwihare_DNA14_bin.75.fa,57.49,4.27,14.29,586490,8225
Aluwihare_DNA14_bin.77.fa,89.58,2.79,20.0,2695530,6009
Aluwihare_DNA14_bin.78.fa,4.17,0.0,0.0,516905,29230
Aluwihare_DNA14_bin.80.fa,81.34,0.13,100.0,1406474,29577
Aluwihare_DNA14_bin.82.fa,21.53,2.14,0.0,849105,2171
Aluwihare_DNA14_bin.94.fa,26.72,0.0,0.0,292501,2551
Aluwihare_DNA14_bin.96.fa,0.0,0.0,0.0,248026,6008
Aluwihare_DNA14_bin.99.fa,29.63,0.0,0.0,1139538,2053
Aluwihare_DNA1_bin.100.fa,27.06,0.68,33.33,1319048,2038
Aluwihare_DNA1_bin.102.fa,1.75,1.75,0.0,267939,20671
Aluwihare_DNA1_bin.114.fa,0.0,0.0,0.0,303545,9446
Aluwihare_DNA1_bin.116.fa,12.07,0.0,0.0,369969,5486
Aluwihare_DNA1_bin.119.fa,5.09,0.07,0.0,289303,4508
Aluwihare_DNA1_bin.121.fa,97.58,0.0,0.0,4997678,20541
Aluwihare_DNA1_bin.123.fa,0.0,0.0,0.0,454613,6393
Aluwihare_DNA1_bin.127.fa,36.21,0.0,0.0,1055582,105221
Aluwihare_DNA1_bin.131.fa,91.9,0.97,16.67,2960758,9374
Aluwihare_DNA1_bin.135.fa,0.0,0.0,0.0,254050,6905
Aluwihare_DNA1_bin.137.fa,0.0,0.0,0.0,430404,5264
Aluwihare_DNA1_bin.138.fa,0.0,0.0,0.0,257526,8286
Aluwihare_DNA1_bin.140.fa,44.85,3.45,0.0,2086547,2419
Aluwihare_DNA1_bin.142.fa,3.51,4.09,35.0,350835,9396
Aluwihare_DNA1_bin.15.fa,84.62,0.07,20.0,2371826,4746
Aluwihare_DNA1_bin.154.fa,0.0,0.0,0.0,423028,14214
Aluwihare_DNA1_bin.156.fa,82.59,2.99,25.0,1930381,14780
Aluwihare_DNA1_bin.159.fa,39.89,0.0,0.0,1338994,2762
Aluwihare_DNA1_bin.161.fa,0.0,0.0,0.0,413159,30195
Aluwihare_DNA1_bin.163.fa,0.0,0.0,0.0,316823,36831
Aluwihare_DNA1_bin.167.fa,30.17,0.0,0.0,517803,2534
Aluwihare_DNA1_bin.17.fa,80.37,4.99,42.86,2230140,4693
Aluwihare_DNA1_bin.171.fa,4.45,0.86,29.41,431181,11443
Aluwihare_DNA1_bin.177.fa,4.4,2.31,0.0,201783,8788
Aluwihare_DNA1_bin.178.fa,83.8,2.49,40.0,1978493,13499
Aluwihare_DNA1_bin.18.fa,93.0,1.85,40.0,3014842,7174
Aluwihare_DNA1_bin.180.fa,87.52,2.14,0.0,2133681,10227
Aluwihare_DNA1_bin.182.fa,68.85,1.72,0.0,1193630,5314
Aluwihare_DNA1_bin.194.fa,88.94,1.42,0.0,2218681,21003
Aluwihare_DNA1_bin.196.fa,80.89,0.0,0.0,1217475,24931
Aluwihare_DNA1_bin.199.fa,73.37,1.35,33.33,1319795,14138
Aluwihare_DNA1_bin.20.fa,0.0,0.0,0.0,224811,12113
Aluwihare_DNA1_bin.201.fa,0.0,0.0,0.0,259446,11202
Aluwihare_DNA1_bin.203.fa,0.0,0.0,0.0,202224,3265
Aluwihare_DNA1_bin.215.fa,61.32,2.3,0.0,1396877,3323
Aluwihare_DNA1_bin.217.fa,1.44,0.0,0.0,235611,24765
Aluwihare_DNA1_bin.218.fa,0.0,0.0,0.0,274171,76919
Aluwihare_DNA1_bin.22.fa,58.09,0.85,0.0,594384,14121
Aluwihare_DNA1_bin.220.fa,0.0,0.0,0.0,595800,9389
Aluwihare_DNA1_bin.222.fa,2.0,0.0,0.0,331019,8783
Aluwihare_DNA1_bin.224.fa,66.74,0.0,0.0,990156,9033
Aluwihare_DNA1_bin.229.fa,28.2,1.87,50.0,303991,2402
Aluwihare_DNA1_bin.232.fa,85.43,2.31,50.0,1762798,18056
Aluwihare_DNA1_bin.234.fa,98.23,1.47,40.0,2339115,27338
Aluwihare_DNA1_bin.236.fa,3.67,0.36,0.0,330631,5519
Aluwihare_DNA1_bin.239.fa,0.0,0.0,0.0,302857,23818
Aluwihare_DNA1_bin.24.fa,87.1,1.28,0.0,1642737,7673
Aluwihare_DNA1_bin.241.fa,57.64,0.0,0.0,1757041,89222
Aluwihare_DNA1_bin.243.fa,85.48,0.53,100.0,1212422,24807
Aluwihare_DNA1_bin.255.fa,80.36,6.02,20.0,1758179,3165
Aluwihare_DNA1_bin.257.fa,0.0,0.0,0.0,236141,25648
Aluwihare_DNA1_bin.258.fa,0.0,0.0,0.0,231172,8333
Aluwihare_DNA1_bin.260.fa,65.86,0.58,0.0,3749085,4650
Aluwihare_DNA1_bin.262.fa,1.73,0.0,0.0,281379,9019
Aluwihare_DNA1_bin.264.fa,83.58,3.41,33.33,4171318,4667
Aluwihare_DNA1_bin.272.fa,63.53,0.0,0.0,754999,20968
Aluwihare_DNA1_bin.276.fa,3.33,0.0,0.0,349249,4631
Aluwihare_DNA1_bin.279.fa,76.73,3.89,28.57,1428488,4651
Aluwihare_DNA1_bin.281.fa,5.21,0.0,0.0,643209,3784
Aluwihare_DNA1_bin.283.fa,21.55,0.0,0.0,1343926,3911
Aluwihare_DNA1_bin.29.fa,4.91,0.43,0.0,349852,10445
Aluwihare_DNA1_bin.295.fa,5.0,0.5,0.0,375373,12606
Aluwihare_DNA1_bin.298.fa,87.83,1.57,50.0,2374248,17530
Aluwihare_DNA1_bin.301.fa,0.0,0.0,0.0,314359,17669
Aluwihare_DNA1_bin.305.fa,4.45,0.22,33.33,323507,7176
Aluwihare_DNA1_bin.307.fa,0.0,0.0,0.0,349828,5065
Aluwihare_DNA1_bin.308.fa,4.6,0.0,0.0,870349,4087
Aluwihare_DNA1_bin.313.fa,0.0,0.0,0.0,290879,25126
Aluwihare_DNA1_bin.317.fa,82.33,0.0,0.0,1239605,50919
Aluwihare_DNA1_bin.32.fa,0.0,0.0,0.0,339226,18494
Aluwihare_DNA1_bin.324.fa,47.6,0.87,33.33,2158447,2836
Aluwihare_DNA1_bin.326.fa,52.85,6.9,30.0,4598485,2082
Aluwihare_DNA1_bin.329.fa,63.09,1.72,100.0,1805360,9144
Aluwihare_DNA1_bin.330.fa,84.62,1.28,0.0,2084640,54772
Aluwihare_DNA1_bin.332.fa,33.78,3.45,100.0,1457671,3218
Aluwihare_DNA1_bin.34.fa,88.82,0.03,0.0,1464703,21195
Aluwihare_DNA1_bin.341.fa,43.68,2.22,11.11,1000742,2609
Aluwihare_DNA1_bin.345.fa,20.64,0.0,0.0,549158,2149
Aluwihare_DNA1_bin.347.fa,34.02,1.68,0.0,1601225,2261
Aluwihare_DNA1_bin.348.fa,0.0,0.0,0.0,272474,6925
Aluwihare_DNA1_bin.351.fa,35.19,0.19,0.0,345225,2865
Aluwihare_DNA1_bin.353.fa,46.95,4.08,63.64,561040,6279
Aluwihare_DNA1_bin.357.fa,85.18,0.78,75.0,1545818,17942
Aluwihare_DNA1_bin.36.fa,0.63,0.0,0.0,209884,116720
Aluwihare_DNA1_bin.366.fa,90.69,1.91,44.44,2871216,12648
Aluwihare_DNA1_bin.369.fa,0.22,0.0,0.0,350529,2903
Aluwihare_DNA1_bin.372.fa,45.04,0.0,0.0,1515441,2514
Aluwihare_DNA1_bin.381.fa,27.82,1.72,0.0,868756,1999
Aluwihare_DNA1_bin.387.fa,31.36,8.62,66.67,1725871,3166
Aluwihare_DNA1_bin.388.fa,57.95,1.71,0.0,607653,20098
Aluwihare_DNA1_bin.39.fa,78.75,4.45,20.0,1891174,4099
Aluwihare_DNA1_bin.391.fa,12.93,0.0,0.0,364992,2281
Aluwihare_DNA1_bin.393.fa,66.38,3.45,50.0,1218506,6913
Aluwihare_DNA1_bin.397.fa,0.0,0.0,0.0,324748,47302
Aluwihare_DNA1_bin.4.fa,37.59,1.72,100.0,607206,2341
Aluwihare_DNA1_bin.405.fa,84.25,1.14,50.0,2154217,9671
Aluwihare_DNA1_bin.407.fa,25.63,0.0,0.0,1065998,2570
Aluwihare_DNA1_bin.408.fa,67.34,1.85,0.0,632345,18656
Aluwihare_DNA1_bin.41.fa,72.41,0.53,0.0,1135957,13940
Aluwihare_DNA1_bin.411.fa,65.95,0.68,0.0,1625650,8424
Aluwihare_DNA1_bin.413.fa,60.11,0.85,100.0,982885,8334
Aluwihare_DNA1_bin.415.fa,85.63,6.23,62.5,4870914,8384
Aluwihare_DNA1_bin.418.fa,40.29,0.0,0.0,508458,7663
Aluwihare_DNA1_bin.424.fa,42.71,3.45,50.0,1008016,3098
Aluwihare_DNA1_bin.426.fa,3.45,0.0,0.0,451067,8694
Aluwihare_DNA1_bin.429.fa,5.38,0.43,0.0,445615,38774
Aluwihare_DNA1_bin.43.fa,5.85,0.0,0.0,974858,2336
Aluwihare_DNA1_bin.430.fa,91.51,0.0,0.0,1239301,38430
Aluwihare_DNA1_bin.432.fa,15.52,0.0,0.0,343792,2295
Aluwihare_DNA1_bin.443.fa,64.81,0.0,0.0,1227420,19001
Aluwihare_DNA1_bin.55.fa,0.0,0.0,0.0,380487,11880
Aluwihare_DNA1_bin.57.fa,13.79,0.0,0.0,344651,2107
Aluwihare_DNA1_bin.58.fa,0.0,0.0,0.0,350045,17539
Aluwihare_DNA1_bin.6.fa,3.22,0.43,0.0,206418,12238
Aluwihare_DNA1_bin.60.fa,0.0,0.0,0.0,205037,12101
Aluwihare_DNA1_bin.62.fa,75.33,6.15,36.36,2180244,6744
Aluwihare_DNA1_bin.64.fa,87.45,0.81,100.0,2200544,9777
Aluwihare_DNA1_bin.72.fa,54.93,1.68,50.0,1920164,3414
Aluwihare_DNA1_bin.74.fa,23.45,0.0,0.0,231742,2677
Aluwihare_DNA1_bin.76.fa,0.63,0.0,0.0,221313,56704
Aluwihare_DNA1_bin.79.fa,12.6,0.0,0.0,553726,2486
Aluwihare_DNA1_bin.81.fa,20.52,1.72,0.0,674900,2177
Aluwihare_DNA1_bin.83.fa,92.88,3.57,41.18,2117204,20492
Aluwihare_DNA1_bin.9.fa,57.41,7.77,28.57,2336557,3103
Aluwihare_DNA1_bin.95.fa,34.07,0.0,0.0,690802,2290
Aluwihare_DNA1_bin.97.fa,14.58,0.0,0.0,489126,2736
Aluwihare_DNA1_bin.98.fa,0.0,0.0,0.0,220568,7882
Aluwihare_DNA2_bin.10.fa,77.69,1.22,0.0,1445912,13341
Aluwihare_DNA2_bin.105.fa,19.44,0.0,0.0,1500823,2411
Aluwihare_DNA2_bin.107.fa,85.66,6.26,21.05,2323725,7161
Aluwihare_DNA2_bin.108.fa,0.0,0.0,0.0,363941,17337
Aluwihare_DNA2_bin.111.fa,89.24,5.0,16.67,1455269,5191
Aluwihare_DNA2_bin.113.fa,0.0,0.0,0.0,366445,52587
Aluwihare_DNA2_bin.12.fa,66.08,0.0,0.0,1023425,8088
Aluwihare_DNA2_bin.124.fa,78.04,1.28,0.0,2643350,10012
Aluwihare_DNA2_bin.126.fa,71.84,3.3,33.33,1590272,3338
Aluwihare_DNA2_bin.130.fa,95.75,2.61,15.38,2647592,11262
Aluwihare_DNA2_bin.132.fa,90.82,0.52,0.0,2199977,39888
Aluwihare_DNA2_bin.136.fa,87.01,1.92,25.0,1668824,28584
Aluwihare_DNA2_bin.145.fa,4.91,0.0,0.0,419135,13496
Aluwihare_DNA2_bin.151.fa,0.0,0.0,0.0,348584,65010
Aluwihare_DNA2_bin.153.fa,3.98,0.5,0.0,517386,55844
Aluwihare_DNA2_bin.16.fa,0.0,0.0,0.0,313398,158669
Aluwihare_DNA2_bin.160.fa,0.0,0.0,0.0,264655,70620
Aluwihare_DNA2_bin.164.fa,81.89,0.53,0.0,1214504,52066
Aluwihare_DNA2_bin.166.fa,47.84,2.14,0.0,1459056,2615
Aluwihare_DNA2_bin.169.fa,86.85,1.71,33.33,2067055,26520
Aluwihare_DNA2_bin.170.fa,0.0,0.0,0.0,416803,80816
Aluwihare_DNA2_bin.172.fa,88.03,1.43,0.0,2367300,16522
Aluwihare_DNA2_bin.176.fa,83.43,1.32,0.0,1311745,25581
Aluwihare_DNA2_bin.185.fa,0.0,0.0,0.0,852887,6509
Aluwihare_DNA2_bin.187.fa,60.63,0.0,0.0,1118948,22380
Aluwihare_DNA2_bin.188.fa,73.73,1.8,0.0,2208596,4037
Aluwihare_DNA2_bin.191.fa,4.91,0.5,0.0,428989,48260
Aluwihare_DNA2_bin.204.fa,35.82,7.38,3.12,1837350,2080
Aluwihare_DNA2_bin.206.fa,53.94,0.39,50.0,1555494,4204
Aluwihare_DNA2_bin.209.fa,1.61,0.0,0.0,450112,3654
Aluwihare_DNA2_bin.210.fa,0.0,0.0,0.0,321684,14218
Aluwihare_DNA2_bin.212.fa,51.29,3.45,100.0,1275286,5933
Aluwihare_DNA2_bin.223.fa,10.82,0.0,0.0,371011,2445
Aluwihare_DNA2_bin.225.fa,31.03,0.0,0.0,749258,3312
Aluwihare_DNA2_bin.227.fa,0.0,0.0,0.0,502003,145699
Aluwihare_DNA2_bin.228.fa,0.0,0.0,0.0,241117,10778
Aluwihare_DNA2_bin.231.fa,0.0,0.0,0.0,299577,13455
Aluwihare_DNA2_bin.233.fa,53.45,0.0,0.0,1102863,4021
Aluwihare_DNA2_bin.235.fa,10.34,0.0,0.0,217497,2485
Aluwihare_DNA2_bin.238.fa,0.0,0.0,0.0,354116,14190
Aluwihare_DNA2_bin.244.fa,89.62,1.28,0.0,2057155,33366
Aluwihare_DNA2_bin.246.fa,4.81,0.0,0.0,337236,12926
Aluwihare_DNA2_bin.249.fa,2.66,0.0,0.0,386047,7594
Aluwihare_DNA2_bin.25.fa,92.91,9.08,2.08,9592874,7971
Aluwihare_DNA2_bin.250.fa,79.53,8.24,37.5,1690511,3422
Aluwihare_DNA2_bin.252.fa,18.97,0.0,0.0,429797,2965
Aluwihare_DNA2_bin.263.fa,73.36,2.08,42.86,2199808,3760
Aluwihare_DNA2_bin.265.fa,33.78,1.72,0.0,1309711,2561
Aluwihare_DNA2_bin.268.fa,4.7,0.5,0.0,365372,4508
Aluwihare_DNA2_bin.27.fa,87.14,1.97,50.0,1546154,21839
Aluwihare_DNA2_bin.271.fa,0.0,0.0,0.0,246155,11067
Aluwihare_DNA2_bin.273.fa,35.5,4.94,0.0,1543115,1643
Aluwihare_DNA2_bin.275.fa,63.28,0.0,0.0,2352114,6796
Aluwihare_DNA2_bin.278.fa,79.62,4.3,16.67,1520898,5212
Aluwihare_DNA2_bin.28.fa,42.13,4.27,0.0,1644616,2677
Aluwihare_DNA2_bin.284.fa,15.75,0.0,0.0,696847,2394
Aluwihare_DNA2_bin.286.fa,53.12,1.71,50.0,813068,2501
Aluwihare_DNA2_bin.289.fa,31.19,0.0,0.0,865156,3704
Aluwihare_DNA2_bin.290.fa,85.92,3.28,31.58,2181720,10458
Aluwihare_DNA2_bin.292.fa,89.43,0.05,0.0,1698967,34682
Aluwihare_DNA2_bin.300.fa,0.0,0.0,0.0,487205,45793
Aluwihare_DNA2_bin.302.fa,90.77,7.26,55.56,2408658,22224
Aluwihare_DNA2_bin.306.fa,24.14,1.72,0.0,930609,2295
Aluwihare_DNA2_bin.31.fa,61.96,3.22,62.5,2137869,3049
Aluwihare_DNA2_bin.310.fa,3.04,0.0,0.0,741805,13578
Aluwihare_DNA2_bin.314.fa,0.0,0.0,0.0,339991,4282
Aluwihare_DNA2_bin.316.fa,64.24,6.49,38.1,1350435,3505
Aluwihare_DNA2_bin.319.fa,0.0,0.0,0.0,347674,7484
Aluwihare_DNA2_bin.321.fa,85.54,2.42,50.0,1789448,17082
Aluwihare_DNA2_bin.33.fa,0.0,0.0,0.0,466157,3112
Aluwihare_DNA2_bin.335.fa,95.36,0.55,0.0,2501879,35282
Aluwihare_DNA2_bin.337.fa,4.45,0.36,0.0,616755,43800
Aluwihare_DNA2_bin.338.fa,81.35,2.99,50.0,1945563,20439
Aluwihare_DNA2_bin.342.fa,4.45,1.08,26.92,356946,11282
Aluwihare_DNA2_bin.346.fa,1.75,0.0,0.0,266595,18036
Aluwihare_DNA2_bin.350.fa,0.0,0.0,0.0,231856,7464
Aluwihare_DNA2_bin.354.fa,61.28,0.82,0.0,1793520,8276
Aluwihare_DNA2_bin.356.fa,4.48,0.52,0.0,266152,11104
Aluwihare_DNA2_bin.359.fa,0.0,0.0,0.0,278202,6694
Aluwihare_DNA2_bin.361.fa,4.76,0.5,11.11,368739,7051
Aluwihare_DNA2_bin.363.fa,29.35,6.94,11.11,433616,3175
Aluwihare_DNA2_bin.4.fa,0.0,0.0,0.0,324519,7704
Aluwihare_DNA2_bin.40.fa,14.56,0.0,0.0,894991,2379
Aluwihare_DNA2_bin.44.fa,0.0,0.0,0.0,596812,9050
Aluwihare_DNA2_bin.46.fa,76.24,9.19,8.0,2069512,6751
Aluwihare_DNA2_bin.49.fa,6.89,1.87,0.0,1203528,1841
Aluwihare_DNA2_bin.50.fa,0.0,0.0,0.0,955959,3432
Aluwihare_DNA2_bin.52.fa,0.0,0.0,0.0,292677,2872
Aluwihare_DNA2_bin.56.fa,34.32,0.93,100.0,452273,8317
Aluwihare_DNA2_bin.6.fa,0.0,0.0,0.0,208961,8992
Aluwihare_DNA2_bin.65.fa,61.88,0.09,0.0,755842,13564
Aluwihare_DNA2_bin.67.fa,2.9,0.0,0.0,230549,11803
Aluwihare_DNA2_bin.68.fa,4.77,0.22,0.0,291043,10801
Aluwihare_DNA2_bin.71.fa,0.0,0.0,0.0,390879,48751
Aluwihare_DNA2_bin.73.fa,54.03,0.0,0.0,1469837,3431
Aluwihare_DNA2_bin.80.fa,3.83,0.5,0.0,379596,32039
Aluwihare_DNA2_bin.84.fa,0.0,0.0,0.0,228661,3270
Aluwihare_DNA2_bin.86.fa,47.54,4.27,16.67,985138,2568
Aluwihare_DNA2_bin.89.fa,78.97,0.0,0.0,1911390,14220
Aluwihare_DNA2_bin.9.fa,90.55,1.25,80.0,2832366,9825
Aluwihare_DNA2_bin.90.fa,56.42,3.45,0.0,2640949,3680
Aluwihare_DNA2_bin.92.fa,85.22,1.28,0.0,1889058,25914
Aluwihare_DNA2_bin.96.fa,3.04,0.0,0.0,424230,13922
Aluwihare_DNA6_bin.100.fa,4.17,0.0,0.0,277431,4970
Aluwihare_DNA6_bin.102.fa,56.38,0.0,0.0,1538626,7124
Aluwihare_DNA6_bin.106.fa,21.55,0.0,0.0,969035,2462
Aluwihare_DNA6_bin.11.fa,10.71,0.0,0.0,227867,3255
Aluwihare_DNA6_bin.110.fa,97.69,6.48,0.0,2959753,21824
Aluwihare_DNA6_bin.114.fa,73.71,1.14,60.0,1106094,8604
Aluwihare_DNA6_bin.116.fa,87.01,1.71,0.0,2088183,51339
Aluwihare_DNA6_bin.119.fa,49.19,5.21,0.0,991041,2475
Aluwihare_DNA6_bin.121.fa,84.72,0.0,0.0,1112292,36069
Aluwihare_DNA6_bin.123.fa,4.17,0.0,0.0,695127,2922
Aluwihare_DNA6_bin.13.fa,0.0,0.0,0.0,200334,11851
Aluwihare_DNA6_bin.135.fa,75.16,0.57,100.0,2607449,11515
Aluwihare_DNA6_bin.137.fa,64.96,2.45,20.0,853231,11087
Aluwihare_DNA6_bin.138.fa,4.17,0.0,0.0,420460,2377
Aluwihare_DNA6_bin.140.fa,18.1,0.0,0.0,934163,2582
Aluwihare_DNA6_bin.142.fa,88.81,1.28,0.0,2239706,45570
Aluwihare_DNA6_bin.150.fa,0.0,0.0,0.0,805761,2561
Aluwihare_DNA6_bin.154.fa,0.0,0.0,0.0,209538,8672
Aluwihare_DNA6_bin.156.fa,49.09,0.0,0.0,382008,14493
Aluwihare_DNA6_bin.161.fa,3.98,0.5,0.0,379590,14124
Aluwihare_DNA6_bin.163.fa,72.44,0.34,100.0,1152108,5778
Aluwihare_DNA6_bin.175.fa,4.91,0.0,0.0,343472,5675
Aluwihare_DNA6_bin.177.fa,97.16,5.42,5.0,3916744,11171
Aluwihare_DNA6_bin.178.fa,6.78,0.5,0.0,478474,98268
Aluwihare_DNA6_bin.180.fa,91.89,4.65,5.26,2073551,7418
Aluwihare_DNA6_bin.182.fa,71.02,0.57,50.0,2418451,19773
Aluwihare_DNA6_bin.186.fa,4.17,0.0,0.0,420559,99620
Aluwihare_DNA6_bin.190.fa,74.29,0.0,0.0,2873418,12338
Aluwihare_DNA6_bin.194.fa,0.0,0.0,0.0,280237,13365
Aluwihare_DNA6_bin.201.fa,66.85,1.72,0.0,2880193,14088
Aluwihare_DNA6_bin.203.fa,77.75,6.72,41.67,1951897,6358
Aluwihare_DNA6_bin.205.fa,82.56,2.99,0.0,3786488,6521
Aluwihare_DNA6_bin.208.fa,62.11,1.35,75.0,1191322,3504
Aluwihare_DNA6_bin.213.fa,21.65,0.0,0.0,2257013,6662
Aluwihare_DNA6_bin.215.fa,32.22,2.83,0.0,1442408,2286
Aluwihare_DNA6_bin.217.fa,0.0,0.0,0.0,214865,6736
Aluwihare_DNA6_bin.218.fa,20.69,1.72,0.0,1745709,5288
Aluwihare_DNA6_bin.22.fa,29.55,6.9,0.0,1035057,1887
Aluwihare_DNA6_bin.220.fa,75.93,6.81,42.11,3899831,13479
Aluwihare_DNA6_bin.222.fa,97.41,0.0,0.0,1755689,98960
Aluwihare_DNA6_bin.234.fa,0.0,0.0,0.0,304205,53424
Aluwihare_DNA6_bin.236.fa,88.57,0.86,9.09,2511549,9000
Aluwihare_DNA6_bin.239.fa,98.51,0.0,0.0,2961930,188959
Aluwihare_DNA6_bin.24.fa,3.51,0.5,0.0,382785,6990
Aluwihare_DNA6_bin.241.fa,75.05,4.49,93.33,1657909,18292
Aluwihare_DNA6_bin.243.fa,0.0,0.0,0.0,205002,29755
Aluwihare_DNA6_bin.245.fa,25.91,0.0,0.0,1640816,1892
Aluwihare_DNA6_bin.248.fa,58.62,0.0,0.0,1712433,9976
Aluwihare_DNA6_bin.253.fa,77.01,7.47,25.0,4063970,11640
Aluwihare_DNA6_bin.255.fa,0.0,0.0,0.0,289002,5643
Aluwihare_DNA6_bin.257.fa,26.33,1.72,100.0,2720503,3824
Aluwihare_DNA6_bin.258.fa,70.07,1.99,66.67,1293827,7016
Aluwihare_DNA6_bin.26.fa,91.82,0.57,0.0,2479886,7118
Aluwihare_DNA6_bin.260.fa,52.47,0.0,0.0,1410157,11937
Aluwihare_DNA6_bin.262.fa,95.3,2.91,45.45,3538626,20732
Aluwihare_DNA6_bin.274.fa,61.37,0.85,0.0,653162,16602
Aluwihare_DNA6_bin.276.fa,44.06,0.0,0.0,845554,9068
Aluwihare_DNA6_bin.279.fa,44.31,3.16,16.67,807763,2849
